CODE;OBJECT NAME ENG;OBJECT NAME ESP;OBJECT_TYPE_ENG;OBJECT_TYPE_ESP;CONSTELLATION_ENG;CONSTELLATION_ESP
NGC1358;;;Globular Cluster;Cumulo globar;Ursa Minor;Osa Menor
NGC1359;;;Double Star;Estrella doble;Leo;León
NGC136;;;Star;Estrella;Hydrus;Hidra Macho
NGC1360;;;Galaxy Group;Grupo Galaxtico;Volans;Pez Volador
NGC1361;;;Spiral Galaxy;Galaxia espiral;Puppis;Popa
NGC1362;;;Variable Star;Estrella variable;Ara;Altar
NGC1363;;;Variable Star;Estrella variable;Pavo;Pavo Real
NGC1364;;;Variable Star;Estrella variable;Scutum;Escudo
NGC1365;;;Globular Cluster;Cumulo globar;Piscis Austrinus;Pez Austral
NGC1366;;;Star;Estrella;Pisces;Piscis
NGC1367;;;Open Cluster;Cumulo abierto;Antlia;Antlia
NGC1368;;;Irregular Galaxy;Galaxia irregular;Camelopardalis;Jirafa
NGC1369;;;Irregular Galaxy;Galaxia irregular;Crux;Cruz del Sur
NGC137;;;Reflection Nebula;Nebula de reflexión;Ursa Major;Osa Mayor
NGC1370;;;Galaxy Group;Grupo Galaxtico;Microscopium;Microscopio
NGC1371;;;Variable Star;Estrella variable;Hydrus;Hidra Macho
NGC1372;;;Emission Nebula;Nebula de emisión;Tucana;Tucán
NGC1373;;;Elliptical Galaxy;Galaxia eliptica;Bootes;Boyero
NGC1374;;;Quasar;Quasar;Columba;Paloma
NGC1375;;;White Dwarf;Enana blanca;Lupus;Lobo
NGC1376;;;Supernova Remnant;Remanente de supernova;Corona Australis;Corona Austral
NGC1377;;;Variable Star;Estrella variable;Tucana;Tucán
NGC1378;;;Irregular Galaxy;Galaxia irregular;Cepheus;Cefeo
NGC1379;;;Open Cluster;Cumulo abierto;Equuleus;Caballito
NGC138;;;Asterism;Asterismo;Cassiopeia;Casiopea
NGC1380;;;Elliptical Galaxy;Galaxia eliptica;Lupus;Lobo
NGC1381;;;Variable Star;Estrella variable;Hercules;Hércules
NGC1382;;;Galaxy;Galaxia;Monoceros;Unicornio
NGC1383;;;Red Giant;Gigante roja;Corona Borealis;Corona Boreal
NGC1384;;;Reflection Nebula;Nebula de reflexión;Perseus;Perseo
NGC1385;;;Supernova Remnant;Remanente de supernova;Leo;León
NGC1386;;;Reflection Nebula;Nebula de reflexión;Cygnus;Cisne
NGC1387;;;Emission Nebula;Nebula de emisión;Ursa Major;Osa Mayor
NGC1388;;;Quasar;Quasar;Pisces;Piscis
NGC1389;;;Reflection Nebula;Nebula de reflexión;Ophiuchus;Ofiuco
NGC139;;;Galaxy;Galaxia;Ophiuchus;Ofiuco
NGC1390;;;Dark Nebula;Nebulosa oscura;Leo Minor;León Menor
NGC1391;;;Emission Nebula;Nebula de emisión;Andromeda;Andrómeda
NGC1392;;;Dark Nebula;Nebulosa oscura;Sagittarius;Sagitario
NGC1393;;;Emission Nebula;Nebula de emisión;Lynx;Lince
NGC1394;;;Elliptical Galaxy;Galaxia eliptica;Eridanus;Erídano
NGC1395;;;Dark Nebula;Nebulosa oscura;Puppis;Popa
NGC1396;;;Asterism;Asterismo;Coma Berenices;Cabellera de Berenice
NGC1397;;;Globular Cluster;Cumulo globar;Sagitta;Flecha
NGC1398;;;Open Cluster;Cumulo abierto;Draco;Dragón
NGC1399;;;Irregular Galaxy;Galaxia irregular;Canis Minor;Can Menor
NGC14;;;Galaxy Group;Grupo Galaxtico;Microscopium;Microscopio
NGC140;;;Quasar;Quasar;Canes Venatici;Lebreles
NGC1400;;;Reflection Nebula;Nebula de reflexión;Phoenix;Fénix
NGC1401;;;Emission Nebula;Nebula de emisión;Indus;Indio
NGC1402;;;Dark Nebula;Nebulosa oscura;Bootes;Boyero
NGC1403;;;Reflection Nebula;Nebula de reflexión;Sextans;Sextante
NGC1404;;;Planetary Nebula;Nebulosa planetaria;Sagittarius;Sagitario
NGC1405;;;Galaxy Group;Grupo Galaxtico;Carina;Quilla
NGC1406;;;Variable Star;Estrella variable;Taurus;Tauro
NGC1407;;;HII Region;Región HIII;Carina;Quilla
NGC1408;;;Elliptical Galaxy;Galaxia eliptica;Ursa Minor;Osa Menor
NGC1409;;;Open Cluster;Cumulo abierto;Telescopium;Telescopio
NGC141;;;Globular Cluster;Cumulo globar;Musca;Mosca
NGC1410;;;HII Region;Región HIII;Puppis;Popa
NGC1411;;;Globular Cluster;Cumulo globar;Pictor;Pintor
NGC1412;;;HII Region;Región HIII;Corona Australis;Corona Austral
NGC1413;;;Irregular Galaxy;Galaxia irregular;Virgo;Virgo
NGC1414;;;HII Region;Región HIII;Lynx;Lince
NGC1415;;;Planetary Nebula;Nebulosa planetaria;Ursa Major;Osa Mayor
NGC1416;;;White Dwarf;Enana blanca;Taurus;Tauro
NGC1417;;;Open Cluster;Cumulo abierto;Draco;Dragón
NGC1418;;;Galaxy Group;Grupo Galaxtico;Leo;León
NGC1419;;;Galaxy Group;Grupo Galaxtico;Pavo;Pavo Real
NGC142;;;Dark Nebula;Nebulosa oscura;Puppis;Popa
NGC1420;;;Reflection Nebula;Nebula de reflexión;Chamaeleon;Camaleón
NGC1421;;;Galaxy Group;Grupo Galaxtico;Corona Borealis;Corona Boreal
NGC1422;;;Dark Nebula;Nebulosa oscura;Ursa Minor;Osa Menor
NGC1423;;;Variable Star;Estrella variable;Caelum;Cincel
NGC1424;;;Spiral Galaxy;Galaxia espiral;Ursa Major;Osa Mayor
NGC1425;;;Planetary Nebula;Nebulosa planetaria;Carina;Quilla
NGC1426;;;Open Cluster;Cumulo abierto;Andromeda;Andrómeda
NGC1427;;;Spiral Galaxy;Galaxia espiral;Hydrus;Hidra Macho
NGC1428;;;Star;Estrella;Sagitta;Flecha
NGC1429;;;Star;Estrella;Serpens;Serpiente
NGC143;;;Spiral Galaxy;Galaxia espiral;Phoenix;Fénix
NGC1430;;;Star;Estrella;Hydra;Hidra
NGC1431;;;HII Region;Región HIII;Lupus;Lobo
NGC1432;;;Galaxy Group;Grupo Galaxtico;Aquila;Águila
NGC1433;;;Galaxy Group;Grupo Galaxtico;Pegasus;Pegaso
NGC1434;;;Red Giant;Gigante roja;Pyxis;Brújula
NGC1435;;;HII Region;Región HIII;Lynx;Lince
NGC1436;;;Star;Estrella;Pisces;Piscis
NGC1437;;;Planetary Nebula;Nebulosa planetaria;Vulpecula;Zorrilla
NGC1438;;;Star;Estrella;Delphinus;Delfín
NGC1439;;;Emission Nebula;Nebula de emisión;Hydra;Hidra
NGC144;;;White Dwarf;Enana blanca;Tucana;Tucán
NGC1440;;;Galaxy Group;Grupo Galaxtico;Cygnus;Cisne
NGC1441;;;HII Region;Región HIII;Lepus;Liebre
NGC1442;;;White Dwarf;Enana blanca;Columba;Paloma
NGC1443;;;Galaxy;Galaxia;Pavo;Pavo Real
NGC1444;;;HII Region;Región HIII;Circinus;Compás
NGC1445;;;Galaxy;Galaxia;Andromeda;Andrómeda
NGC1446;;;Red Giant;Gigante roja;Hercules;Hércules
NGC1447;;;Variable Star;Estrella variable;Apus;Ave del Paraíso
NGC1448;;;Red Giant;Gigante roja;Horologium;Reloj
NGC1449;;;HII Region;Región HIII;Aquarius;Acuario
NGC145;;;Quasar;Quasar;Andromeda;Andrómeda
NGC1450;;;Open Cluster;Cumulo abierto;Auriga;Cochero
NGC1451;;;White Dwarf;Enana blanca;Sagittarius;Sagitario
NGC1452;;;Emission Nebula;Nebula de emisión;Lupus;Lobo
NGC1453;;;Double Star;Estrella doble;Microscopium;Microscopio
NGC1454;;;Galaxy;Galaxia;Ophiuchus;Ofiuco
NGC1455;;;Star;Estrella;Cepheus;Cefeo
NGC1456;;;Emission Nebula;Nebula de emisión;Aquarius;Acuario
NGC1457;;;Spiral Galaxy;Galaxia espiral;Fornax;Horno
NGC1458;;;Galaxy Group;Grupo Galaxtico;Aries;Aries
NGC1459;;;Dark Nebula;Nebulosa oscura;Ophiuchus;Ofiuco
NGC146;;;White Dwarf;Enana blanca;Hydra;Hidra
NGC1460;;;Spiral Galaxy;Galaxia espiral;Serpens;Serpiente
NGC1461;;;HII Region;Región HIII;Hercules;Hércules
NGC1462;;;Globular Cluster;Cumulo globar;Libra;Libra
NGC1463;;;Double Star;Estrella doble;Dorado;Dorado
NGC1464;;;Red Giant;Gigante roja;Lyra;Lira
NGC1465;;;Galaxy Group;Grupo Galaxtico;Scorpius;Escorpión
NGC1466;;;HII Region;Región HIII;Horologium;Reloj
NGC1467;;;Double Star;Estrella doble;Volans;Pez Volador
NGC1468;;;Globular Cluster;Cumulo globar;Aquarius;Acuario
NGC1469;;;Galaxy;Galaxia;Auriga;Cochero
NGC147;;;Supernova Remnant;Remanente de supernova;Cetus;Ballena
NGC1470;;;Star;Estrella;Dorado;Dorado
NGC1471;;;Star;Estrella;Orion;Orión
NGC1472;;;Spiral Galaxy;Galaxia espiral;Lacerta;Lagarto
NGC1473;;;Star;Estrella;Pegasus;Pegaso
NGC1474;;;Supernova Remnant;Remanente de supernova;Sagittarius;Sagitario
NGC1475;;;Reflection Nebula;Nebula de reflexión;Gemini;Géminis
NGC1476;;;Galaxy;Galaxia;Virgo;Virgo
NGC1477;;;Globular Cluster;Cumulo globar;Sextans;Sextante
NGC1478;;;HII Region;Región HIII;Lynx;Lince
NGC1479;;;Asterism;Asterismo;Andromeda;Andrómeda
NGC148;;;White Dwarf;Enana blanca;Corvus;Cuervo
NGC1480;;;Quasar;Quasar;Cancer;Cáncer
NGC1481;;;Open Cluster;Cumulo abierto;Canis Minor;Can Menor
NGC1482;;;Star;Estrella;Caelum;Cincel
NGC1483;;;Supernova Remnant;Remanente de supernova;Puppis;Popa
NGC1484;;;Dark Nebula;Nebulosa oscura;Mensa;Mesa
NGC1485;;;Reflection Nebula;Nebula de reflexión;Gemini;Géminis
NGC1486;;;Galaxy;Galaxia;Pictor;Pintor
NGC1487;;;Spiral Galaxy;Galaxia espiral;Canis Minor;Can Menor
NGC1488;;;Star;Estrella;Grus;Grulla
NGC1489;;;Galaxy Group;Grupo Galaxtico;Pisces;Piscis
NGC149;;;Double Star;Estrella doble;Lynx;Lince
NGC1490;;;Irregular Galaxy;Galaxia irregular;Draco;Dragón
NGC1491;;;Star;Estrella;Hercules;Hércules
NGC1492;;;Variable Star;Estrella variable;Musca;Mosca
NGC1493;;;Globular Cluster;Cumulo globar;Canis Major;Can Mayor
NGC1494;;;Dark Nebula;Nebulosa oscura;Puppis;Popa
NGC1495;;;Quasar;Quasar;Ursa Major;Osa Mayor
NGC1496;;;Reflection Nebula;Nebula de reflexión;Scutum;Escudo
NGC1497;;;Galaxy;Galaxia;Circinus;Compás
NGC1498;;;Reflection Nebula;Nebula de reflexión;Centaurus;Centauro
NGC1499;California Nebula;Nebulosa de California;Emission Nebula;Nebula de emisión;Perseus;Perseo
NGC15;;;Galaxy;Galaxia;Aquila;Águila
NGC150;;;HII Region;Región HIII;Circinus;Compás
NGC1500;;;Quasar;Quasar;Cepheus;Cefeo
NGC1501;;;Irregular Galaxy;Galaxia irregular;Leo;León
NGC1502;Jolly Roger Cluster;Cúmulo de la Bandera Pirata;Open Cluster;Cumulo abierto;Camelopardalis;Jirafa
NGC1503;;;White Dwarf;Enana blanca;Capricornus;Capricornio
NGC1504;;;Elliptical Galaxy;Galaxia eliptica;Coma Berenices;Cabellera de Berenice
NGC1505;;;Galaxy;Galaxia;Circinus;Compás
NGC1506;;;Open Cluster;Cumulo abierto;Lupus;Lobo
NGC1507;;;HII Region;Región HIII;Delphinus;Delfín
NGC1508;;;Globular Cluster;Cumulo globar;Lepus;Liebre
NGC1509;;;HII Region;Región HIII;Hercules;Hércules
NGC151;;;Globular Cluster;Cumulo globar;Hydra;Hidra
NGC1510;;;HII Region;Región HIII;Lupus;Lobo
NGC1511;;;Spiral Galaxy;Galaxia espiral;Pegasus;Pegaso
NGC1512;;;Open Cluster;Cumulo abierto;Monoceros;Unicornio
NGC1513;;;HII Region;Región HIII;Tucana;Tucán
NGC1514;;;Star;Estrella;Columba;Paloma
NGC1515;;;Open Cluster;Cumulo abierto;Cetus;Ballena
NGC1516;;;Star;Estrella;Telescopium;Telescopio
NGC1517;;;Variable Star;Estrella variable;Sagittarius;Sagitario
NGC1518;;;Asterism;Asterismo;Apus;Ave del Paraíso
NGC1519;;;Planetary Nebula;Nebulosa planetaria;Draco;Dragón
NGC152;;;Planetary Nebula;Nebulosa planetaria;Tucana;Tucán
NGC1520;;;Irregular Galaxy;Galaxia irregular;Microscopium;Microscopio
NGC1521;;;Planetary Nebula;Nebulosa planetaria;Auriga;Cochero
NGC1522;;;Quasar;Quasar;Antlia;Antlia
NGC1523;;;Star;Estrella;Perseus;Perseo
NGC1524;;;Galaxy Group;Grupo Galaxtico;Apus;Ave del Paraíso
NGC1525;;;Irregular Galaxy;Galaxia irregular;Volans;Pez Volador
NGC1526;;;White Dwarf;Enana blanca;Circinus;Compás
NGC1527;;;Planetary Nebula;Nebulosa planetaria;Mensa;Mesa
NGC1528;;;Red Giant;Gigante roja;Microscopium;Microscopio
NGC1529;;;Star;Estrella;Chamaeleon;Camaleón
NGC153;;;Dark Nebula;Nebulosa oscura;Lynx;Lince
NGC1530;;;Reflection Nebula;Nebula de reflexión;Piscis Austrinus;Pez Austral
NGC1531;;;White Dwarf;Enana blanca;Circinus;Compás
NGC1532;;;Variable Star;Estrella variable;Sextans;Sextante
NGC1533;;;Emission Nebula;Nebula de emisión;Lepus;Liebre
NGC1534;;;Double Star;Estrella doble;Fornax;Horno
NGC1535;;;Asterism;Asterismo;Camelopardalis;Jirafa
NGC1536;;;Red Giant;Gigante roja;Canis Minor;Can Menor
NGC1537;;;Elliptical Galaxy;Galaxia eliptica;Sextans;Sextante
NGC1538;;;Elliptical Galaxy;Galaxia eliptica;Corvus;Cuervo
NGC1539;;;Red Giant;Gigante roja;Hydrus;Hidra Macho
NGC154;;;Supernova Remnant;Remanente de supernova;Phoenix;Fénix
NGC1540;;;Open Cluster;Cumulo abierto;Hercules;Hércules
NGC1541;;;Galaxy Group;Grupo Galaxtico;Columba;Paloma
NGC1542;;;Elliptical Galaxy;Galaxia eliptica;Corvus;Cuervo
NGC1543;;;Spiral Galaxy;Galaxia espiral;Lacerta;Lagarto
NGC1544;;;Planetary Nebula;Nebulosa planetaria;Tucana;Tucán
NGC1545;;;Galaxy Group;Grupo Galaxtico;Canis Major;Can Mayor
NGC1546;;;Galaxy Group;Grupo Galaxtico;Piscis Austrinus;Pez Austral
NGC1547;;;Irregular Galaxy;Galaxia irregular;Taurus;Tauro
NGC1548;;;Globular Cluster;Cumulo globar;Cygnus;Cisne
NGC1549;;;Spiral Galaxy;Galaxia espiral;Draco;Dragón
NGC155;;;Planetary Nebula;Nebulosa planetaria;Lyra;Lira
NGC1550;;;Emission Nebula;Nebula de emisión;Canes Venatici;Lebreles
NGC1551;;;Supernova Remnant;Remanente de supernova;Hercules;Hércules
NGC1552;;;Planetary Nebula;Nebulosa planetaria;Pavo;Pavo Real
NGC1553;;;Elliptical Galaxy;Galaxia eliptica;Pavo;Pavo Real
NGC1554;;;Planetary Nebula;Nebulosa planetaria;Lynx;Lince
NGC1555;;;Spiral Galaxy;Galaxia espiral;Grus;Grulla
NGC1556;;;Star;Estrella;Canes Venatici;Lebreles
NGC1557;;;HII Region;Región HIII;Monoceros;Unicornio
NGC1558;;;Open Cluster;Cumulo abierto;Pyxis;Brújula
NGC1559;;;White Dwarf;Enana blanca;Bootes;Boyero
NGC156;;;Spiral Galaxy;Galaxia espiral;Monoceros;Unicornio
NGC1560;;;Spiral Galaxy;Galaxia espiral;Columba;Paloma
NGC1561;;;Spiral Galaxy;Galaxia espiral;Pyxis;Brújula
NGC1562;;;Star;Estrella;Scutum;Escudo
NGC1563;;;Star;Estrella;Piscis Austrinus;Pez Austral
NGC1564;;;White Dwarf;Enana blanca;Grus;Grulla
NGC1565;;;Globular Cluster;Cumulo globar;Crux;Cruz del Sur
NGC1566;;;Elliptical Galaxy;Galaxia eliptica;Bootes;Boyero
NGC1567;;;Globular Cluster;Cumulo globar;Puppis;Popa
NGC1568;;;Planetary Nebula;Nebulosa planetaria;Pavo;Pavo Real
NGC1569;;;Spiral Galaxy;Galaxia espiral;Reticulum;Retículo
NGC157;;;Galaxy;Galaxia;Octans;Octante
NGC1570;;;Irregular Galaxy;Galaxia irregular;Virgo;Virgo
NGC1571;;;Dark Nebula;Nebulosa oscura;Piscis Austrinus;Pez Austral
NGC1572;;;Double Star;Estrella doble;Eridanus;Erídano
NGC1573;;;Reflection Nebula;Nebula de reflexión;Gemini;Géminis
NGC1574;;;Star;Estrella;Crater;Copa
NGC1575;;;Quasar;Quasar;Musca;Mosca
NGC1576;;;White Dwarf;Enana blanca;Eridanus;Erídano
NGC1577;;;Asterism;Asterismo;Telescopium;Telescopio
NGC1578;;;Spiral Galaxy;Galaxia espiral;Equuleus;Caballito
NGC1579;;;HII Region;Región HIII;Ara;Altar
NGC158;;;Supernova Remnant;Remanente de supernova;Eridanus;Erídano
NGC1580;;;Variable Star;Estrella variable;Lynx;Lince
NGC1581;;;Variable Star;Estrella variable;Musca;Mosca
NGC1582;;;Irregular Galaxy;Galaxia irregular;Norma;Escuadra
NGC1583;;;Asterism;Asterismo;Canis Minor;Can Menor
NGC1584;;;Planetary Nebula;Nebulosa planetaria;Cetus;Ballena
NGC1585;;;Galaxy;Galaxia;Hydra;Hidra
NGC1586;;;HII Region;Región HIII;Telescopium;Telescopio
NGC1587;;;Spiral Galaxy;Galaxia espiral;Virgo;Virgo
NGC1588;;;Planetary Nebula;Nebulosa planetaria;Cetus;Ballena
NGC1589;;;Elliptical Galaxy;Galaxia eliptica;Scutum;Escudo
NGC159;;;Double Star;Estrella doble;Phoenix;Fénix
NGC1590;;;Irregular Galaxy;Galaxia irregular;Pyxis;Brújula
NGC1591;;;Galaxy Group;Grupo Galaxtico;Apus;Ave del Paraíso
NGC1592;;;White Dwarf;Enana blanca;Volans;Pez Volador
NGC1593;;;Variable Star;Estrella variable;Caelum;Cincel
NGC1594;;;Galaxy;Galaxia;Pyxis;Brújula
NGC1595;;;Dark Nebula;Nebulosa oscura;Octans;Octante
NGC1596;;;Supernova Remnant;Remanente de supernova;Leo Minor;León Menor
NGC1597;;;Globular Cluster;Cumulo globar;Dorado;Dorado
NGC1598;;;White Dwarf;Enana blanca;Sagittarius;Sagitario
NGC1599;;;Quasar;Quasar;Puppis;Popa
NGC16;;;Red Giant;Gigante roja;Serpens;Serpiente
NGC160;;;Emission Nebula;Nebula de emisión;Dorado;Dorado
NGC1600;;;Emission Nebula;Nebula de emisión;Microscopium;Microscopio
NGC1601;;;Dark Nebula;Nebulosa oscura;Lynx;Lince
NGC1602;;;Star;Estrella;Pyxis;Brújula
NGC1603;;;Quasar;Quasar;Equuleus;Caballito
NGC1604;;;Dark Nebula;Nebulosa oscura;Triangulum Australe;Triángulo Austral
NGC1605;;;HII Region;Región HIII;Ophiuchus;Ofiuco
NGC1606;;;Irregular Galaxy;Galaxia irregular;Cassiopeia;Casiopea
NGC1607;;;Asterism;Asterismo;Taurus;Tauro
NGC1608;;;Red Giant;Gigante roja;Lyra;Lira
NGC1609;;;Irregular Galaxy;Galaxia irregular;Delphinus;Delfín
NGC161;;;Star;Estrella;Orion;Orión
NGC1610;;;Irregular Galaxy;Galaxia irregular;Pavo;Pavo Real
NGC1611;;;Galaxy;Galaxia;Virgo;Virgo
NGC1612;;;Globular Cluster;Cumulo globar;Camelopardalis;Jirafa
NGC1613;;;Variable Star;Estrella variable;Aquarius;Acuario
NGC1614;;;Spiral Galaxy;Galaxia espiral;Phoenix;Fénix
NGC1615;;;Quasar;Quasar;Canis Major;Can Mayor
NGC1616;;;Planetary Nebula;Nebulosa planetaria;Scutum;Escudo
NGC1617;;;Quasar;Quasar;Musca;Mosca
NGC1618;;;Spiral Galaxy;Galaxia espiral;Carina;Quilla
NGC1619;;;Planetary Nebula;Nebulosa planetaria;Lupus;Lobo
NGC162;;;Variable Star;Estrella variable;Camelopardalis;Jirafa
NGC1620;;;Reflection Nebula;Nebula de reflexión;Antlia;Antlia
NGC1621;;;Dark Nebula;Nebulosa oscura;Cancer;Cáncer
NGC1622;;;Emission Nebula;Nebula de emisión;Lynx;Lince
NGC1623;;;Reflection Nebula;Nebula de reflexión;Vela;Velas
NGC1624;;;Double Star;Estrella doble;Piscis Austrinus;Pez Austral
NGC1625;;;Quasar;Quasar;Corona Australis;Corona Austral
NGC1626;;;White Dwarf;Enana blanca;Capricornus;Capricornio
NGC1627;;;Red Giant;Gigante roja;Telescopium;Telescopio
NGC1628;;;Elliptical Galaxy;Galaxia eliptica;Pavo;Pavo Real
NGC1629;;;Irregular Galaxy;Galaxia irregular;Antlia;Antlia
NGC163;;;Variable Star;Estrella variable;Canis Minor;Can Menor
NGC1630;;;Elliptical Galaxy;Galaxia eliptica;Corona Borealis;Corona Boreal
NGC1631;;;Star;Estrella;Fornax;Horno
NGC1632;;;Planetary Nebula;Nebulosa planetaria;Lacerta;Lagarto
NGC1633;;;HII Region;Región HIII;Hydra;Hidra
NGC1634;;;White Dwarf;Enana blanca;Grus;Grulla
NGC1635;;;Double Star;Estrella doble;Phoenix;Fénix
NGC1636;;;Galaxy;Galaxia;Scutum;Escudo
NGC1637;;;Variable Star;Estrella variable;Cygnus;Cisne
NGC1638;;;Spiral Galaxy;Galaxia espiral;Crater;Copa
NGC1639;;;Irregular Galaxy;Galaxia irregular;Sextans;Sextante
NGC164;;;Planetary Nebula;Nebulosa planetaria;Orion;Orión
NGC1640;;;Galaxy Group;Grupo Galaxtico;Delphinus;Delfín
NGC1641;;;Double Star;Estrella doble;Corona Australis;Corona Austral
NGC1642;;;Galaxy Group;Grupo Galaxtico;Orion;Orión
NGC1643;;;Red Giant;Gigante roja;Canis Minor;Can Menor
NGC1644;;;Asterism;Asterismo;Chamaeleon;Camaleón
NGC1645;;;Double Star;Estrella doble;Scorpius;Escorpión
NGC1646;;;Variable Star;Estrella variable;Aries;Aries
NGC1647;;;Galaxy;Galaxia;Crux;Cruz del Sur
NGC1648;;;HII Region;Región HIII;Pyxis;Brújula
NGC1649;;;Double Star;Estrella doble;Dorado;Dorado
NGC165;;;Globular Cluster;Cumulo globar;Ursa Minor;Osa Menor
NGC1650;;;Star;Estrella;Centaurus;Centauro
NGC1651;;;Variable Star;Estrella variable;Cetus;Ballena
NGC1652;;;Spiral Galaxy;Galaxia espiral;Auriga;Cochero
NGC1653;;;Open Cluster;Cumulo abierto;Canis Minor;Can Menor
NGC1654;;;Asterism;Asterismo;Eridanus;Erídano
NGC1655;;;Planetary Nebula;Nebulosa planetaria;Vulpecula;Zorrilla
NGC1656;;;Emission Nebula;Nebula de emisión;Taurus;Tauro
NGC1657;;;Red Giant;Gigante roja;Triangulum;Triángulo
NGC1658;;;Open Cluster;Cumulo abierto;Cygnus;Cisne
NGC1659;;;Globular Cluster;Cumulo globar;Norma;Escuadra
NGC166;;;Spiral Galaxy;Galaxia espiral;Crater;Copa
NGC1660;;;Galaxy Group;Grupo Galaxtico;Aquarius;Acuario
NGC1661;;;Asterism;Asterismo;Telescopium;Telescopio
NGC1662;;;Planetary Nebula;Nebulosa planetaria;Eridanus;Erídano
NGC1663;;;Globular Cluster;Cumulo globar;Volans;Pez Volador
NGC1664;;;Galaxy;Galaxia;Equuleus;Caballito
NGC1665;;;Irregular Galaxy;Galaxia irregular;Taurus;Tauro
NGC1666;;;Red Giant;Gigante roja;Apus;Ave del Paraíso
NGC1667;;;Star;Estrella;Lacerta;Lagarto
NGC1668;;;HII Region;Región HIII;Aries;Aries
NGC1669;;;Planetary Nebula;Nebulosa planetaria;Reticulum;Retículo
NGC167;;;Galaxy Group;Grupo Galaxtico;Puppis;Popa
NGC1670;;;Elliptical Galaxy;Galaxia eliptica;Virgo;Virgo
NGC1671;;;Supernova Remnant;Remanente de supernova;Volans;Pez Volador
NGC1672;;;Spiral Galaxy;Galaxia espiral;Lynx;Lince
NGC1673;;;Galaxy Group;Grupo Galaxtico;Perseus;Perseo
NGC1674;;;Planetary Nebula;Nebulosa planetaria;Ursa Minor;Osa Menor
NGC1675;;;White Dwarf;Enana blanca;Vulpecula;Zorrilla
NGC1676;;;Reflection Nebula;Nebula de reflexión;Horologium;Reloj
NGC1677;;;Double Star;Estrella doble;Draco;Dragón
NGC1678;;;Galaxy;Galaxia;Dorado;Dorado
NGC1679;;;Reflection Nebula;Nebula de reflexión;Perseus;Perseo
NGC168;;;Star;Estrella;Delphinus;Delfín
NGC1680;;;Asterism;Asterismo;Grus;Grulla
NGC1681;;;Emission Nebula;Nebula de emisión;Aquarius;Acuario
NGC1682;;;Globular Cluster;Cumulo globar;Sculptor;Escultor
NGC1683;;;Spiral Galaxy;Galaxia espiral;Leo Minor;León Menor
NGC1684;;;Galaxy Group;Grupo Galaxtico;Indus;Indio
NGC1685;;;Open Cluster;Cumulo abierto;Fornax;Horno
NGC1686;;;Irregular Galaxy;Galaxia irregular;Aquila;Águila
NGC1687;;;Emission Nebula;Nebula de emisión;Crux;Cruz del Sur
NGC1688;;;HII Region;Región HIII;Auriga;Cochero
NGC1689;;;Elliptical Galaxy;Galaxia eliptica;Virgo;Virgo
NGC169;;;White Dwarf;Enana blanca;Hydrus;Hidra Macho
NGC1690;;;Planetary Nebula;Nebulosa planetaria;Musca;Mosca
NGC1691;;;Dark Nebula;Nebulosa oscura;Aries;Aries
NGC1692;;;Irregular Galaxy;Galaxia irregular;Libra;Libra
NGC1693;;;Planetary Nebula;Nebulosa planetaria;Scorpius;Escorpión
NGC1694;;;Planetary Nebula;Nebulosa planetaria;Reticulum;Retículo
NGC1695;;;Double Star;Estrella doble;Gemini;Géminis
NGC1696;;;Double Star;Estrella doble;Serpens;Serpiente
NGC1697;;;Asterism;Asterismo;Pyxis;Brújula
NGC1698;;;Planetary Nebula;Nebulosa planetaria;Ophiuchus;Ofiuco
NGC1699;;;Galaxy;Galaxia;Delphinus;Delfín
NGC17;;;Reflection Nebula;Nebula de reflexión;Cassiopeia;Casiopea
NGC170;;;Open Cluster;Cumulo abierto;Gemini;Géminis
NGC1700;;;Open Cluster;Cumulo abierto;Lepus;Liebre
NGC1701;;;Open Cluster;Cumulo abierto;Aquarius;Acuario
NGC1702;;;Reflection Nebula;Nebula de reflexión;Musca;Mosca
NGC1703;;;Asterism;Asterismo;Perseus;Perseo
NGC1704;;;Reflection Nebula;Nebula de reflexión;Taurus;Tauro
NGC1705;;;Planetary Nebula;Nebulosa planetaria;Coma Berenices;Cabellera de Berenice
NGC1706;;;Supernova Remnant;Remanente de supernova;Musca;Mosca
NGC1707;;;Planetary Nebula;Nebulosa planetaria;Pisces;Piscis
NGC1708;;;HII Region;Región HIII;Indus;Indio
NGC1709;;;Double Star;Estrella doble;Centaurus;Centauro
NGC171;;;Star;Estrella;Musca;Mosca
NGC1710;;;Dark Nebula;Nebulosa oscura;Orion;Orión
NGC1711;;;Open Cluster;Cumulo abierto;Eridanus;Erídano
NGC1712;;;Double Star;Estrella doble;Corvus;Cuervo
NGC1713;;;Variable Star;Estrella variable;Corona Borealis;Corona Boreal
NGC1714;;;Reflection Nebula;Nebula de reflexión;Lyra;Lira
NGC1715;;;Quasar;Quasar;Centaurus;Centauro
NGC1716;;;Globular Cluster;Cumulo globar;Antlia;Antlia
